customer_id,customer_name,gender,age,city,state,country,signup_date,last_purchase_date,loyalty_score,total_orders,total_spent,churn_status,preferred_channel
8765,664,0,0.40384615384615385,55,37,7,2021-01-31,2024-11-09,0.8085106382978723,0.47058823529411764,0.27895129546294184,False,2
9173,464,1,0.576923076923077,89,36,9,2021-02-28,2024-09-09,0.6382978723404255,0.23529411764705882,0.09508812908479124,False,1
2318,374,1,0.42307692307692313,59,41,8,2021-02-12,2024-09-09,0.6595744680851063,0.1764705882352941,0.301440926809704,False,1
408,741,1,0.28846153846153855,8,67,2,2020-04-09,2024-09-20,0.7021276595744681,0.29411764705882354,0.1840119823972528,False,3
7489,250,1,0.5961538461538463,9,66,1,2021-01-06,2024-12-10,0.8617021276595745,0.5294117647058824,0.13310217389444265,False,3
2500,718,0,0.3846153846153847,91,5,5,2020-11-02,2024-12-26,0.8617021276595745,0.47058823529411764,0.3433676198654006,False,3
417,458,1,0.5000000000000001,77,25,18,2020-07-18,2024-11-22,0.7978723404255319,0.3529411764705882,0.21060141925425843,False,2
6274,1087,1,0.3653846153846154,29,19,12,2020-08-05,2024-09-19,0.7021276595744681,0.29411764705882354,0.2547307843481506,False,0
9382,50,1,0.326923076923077,38,38,14,2020-07-10,2024-12-22,0.7978723404255319,0.47058823529411764,0.08738847057098237,False,1
3435,276,0,0.5961538461538463,18,43,12,2021-09-09,2024-09-27,0.7127659574468086,0.29411764705882354,0.16644508531847657,False,2
1275,1012,1,0.5384615384615385,31,64,10,2020-12-11,2024-09-16,0.6170212765957446,0.29411764705882354,0.08079366810583527,False,0
5230,494,1,0.6923076923076924,91,5,5,2020-04-09,2024-06-23,0.4148936170212766,0.23529411764705882,0.050489462818577566,True,0
5853,827,1,0.6538461538461539,52,61,8,2021-05-21,2024-11-08,0.8085106382978723,0.47058823529411764,0.17855886090543607,False,1
727,620,0,0.5576923076923077,79,0,9,2020-07-30,2024-12-29,0.8723404255319148,0.47058823529411764,0.11989816392008687,False,0
8194,284,0,0.6153846153846154,37,71,15,2022-05-23,2024-12-29,0.8085106382978723,0.23529411764705882,0.12199220243051001,False,0
8300,330,0,0.6730769230769232,85,42,6,2020-01-20,2024-08-31,0.39361702127659576,0.1764705882352941,0.02094060172143526,False,2
9193,1139,0,0.6346153846153847,72,8,10,2022-01-04,2024-11-15,0.7872340425531915,0.3529411764705882,0.13715129097896572,False,2
7540,1140,1,0.6346153846153847,94,46,3,2020-10-09,2024-12-02,0.776595744680851,0.23529411764705882,0.22860739940540745,False,2
8664,386,1,0.25,22,29,15,2022-10-23,2024-11-02,0.723404255319149,0.1764705882352941,0.10997135562403788,False,0
878,786,1,0.25,30,70,17,2020-03-14,2024-11-17,0.7872340425531915,0.3529411764705882,0.21464956156136383,False,0
2152,349,0,0.05769230769230771,52,41,8,2020-04-08,2024-12-09,0.851063829787234,0.47058823529411764,0.23581652826090937,False,0
4720,978,1,0.07692307692307698,50,20,0,2022-07-26,2024-12-04,0.8404255319148937,0.47058823529411764,0.3548878643135829,False,2
1432,309,0,0.8076923076923078,70,62,12,2021-03-24,2024-09-28,0.7446808510638298,0.4117647058823529,0.1323785641247035,False,1
1194,737,2,0.5576923076923077,96,58,9,2021-11-03,2024-09-30,0.7021276595744681,0.23529411764705882,0.1603476359535603,False,1
9270,1062,0,0.576923076923077,55,37,7,2021-06-13,2024-12-19,0.8404255319148937,0.4117647058823529,0.15591954707075595,False,1
1088,670,0,0.28846153846153855,15,37,7,2020-09-08,2024-12-08,0.8617021276595745,0.5294117647058824,0.21087684802905962,False,3
4343,1199,1,0.7500000000000001,74,61,8,2020-12-23,2024-12-11,0.6170212765957446,0.23529411764705882,0.051507888602869936,False,3
4372,68,0,0.3846153846153847,3,3,16,2020-10-21,2024-12-18,0.7340425531914893,0.47058823529411764,0.06830709431090655,False,1
9537,449,0,0.6346153846153847,42,24,17,2021-10-29,2024-09-21,0.4148936170212766,0.11764705882352941,0.024098772246180688,False,1
5020,284,0,0.7692307692307693,61,63,5,2022-02-22,2024-12-24,0.9148936170212766,0.6470588235294118,0.3773933087162322,False,1
674,31,1,0.46153846153846156,30,70,17,2021-01-31,2024-11-30,0.6170212765957446,0.4117647058823529,0.03907785189816782,False,3
8356,372,1,0.3653846153846154,95,17,11,2020-08-27,2024-12-22,0.9468085106382979,0.7647058823529411,0.3255233444569878,False,1
8276,738,1,0.3076923076923077,14,35,4,2021-04-28,2024-11-05,0.7553191489361701,0.29411764705882354,0.20759932142494694,False,0
3359,902,0,0.5000000000000001,12,46,3,2021-10-02,2024-08-05,0.4787234042553192,0.29411764705882354,0.04954392872340876,False,2
1606,398,0,0.13461538461538464,8,59,2,2022-04-25,2024-12-15,0.9042553191489361,0.6470588235294118,0.2671134901937933,False,1
2945,1021,0,0.5961538461538463,84,75,13,2021-01-23,2024-11-17,0.6914893617021277,0.4117647058823529,0.07033863875799493,False,1
5716,125,0,0.3846153846153847,75,47,0,2021-06-02,2024-12-25,0.7872340425531915,0.23529411764705882,0.10318766295706094,False,0
4609,302,0,0.05769230769230771,21,14,15,2022-02-10,2024-06-13,0.5851063829787234,0.29411764705882354,0.11660200823643593,True,2
9090,131,0,0.5384615384615385,13,38,14,2020-02-09,2024-12-09,0.8297872340425532,0.4117647058823529,0.12870755236964598,False,1
3797,401,0,0.3653846153846154,0,84,1,2021-02-07,2024-12-30,0.8404255319148937,0.3529411764705882,0.1769500449318235,False,0
3712,707,0,0.5000000000000001,84,75,13,2021-05-23,2024-12-07,0.8297872340425532,0.4117647058823529,0.3773577834947872,False,3
8942,1194,1,0.326923076923077,38,23,14,2021-11-03,2024-12-07,0.7978723404255319,0.4117647058823529,0.09639822993417979,False,3
4271,554,0,0.34615384615384615,36,22,7,2020-04-04,2024-10-31,0.7659574468085106,0.3529411764705882,0.34408440619321584,False,0
8784,720,1,0.34615384615384615,25,23,14,2020-10-02,2024-10-04,0.723404255319149,0.29411764705882354,0.11885796810679922,False,1
1601,839,1,0.1923076923076924,84,75,13,2020-12-21,2024-10-31,0.7659574468085106,0.3529411764705882,0.30541032876317964,False,1
3228,1063,0,0.7692307692307693,56,9,6,2021-08-23,2024-09-12,0.4893617021276596,0.29411764705882354,0.03889502697804812,False,1
4678,721,1,0.576923076923077,38,89,14,2021-11-19,2024-11-04,0.8191489361702128,0.5294117647058824,0.1864453517576374,False,0
9790,408,0,0.8461538461538461,0,84,1,2020-11-26,2024-12-07,0.723404255319149,0.4117647058823529,0.07342001848394601,False,0
487,648,0,0.326923076923077,83,10,4,2020-08-21,2024-12-29,0.9042553191489361,0.5882352941176471,0.2253832689420643,False,3
8484,301,0,0.3653846153846154,31,34,10,2022-01-31,2024-10-30,0.7553191489361701,0.29411764705882354,0.31029353039144786,False,1
7831,996,1,0.34615384615384615,16,27,18,2022-02-27,2024-09-27,0.46808510638297873,0.1764705882352941,0.03753802850400802,False,1
1770,95,0,0.3846153846153847,49,66,1,2020-06-10,2024-10-23,0.6063829787234042,0.29411764705882354,0.06131967316363036,False,0
6231,408,0,0.11538461538461542,43,86,17,2020-06-18,2024-10-30,0.7872340425531915,0.4117647058823529,0.1276690894939898,False,1
8499,504,1,0.6153846153846154,52,16,8,2022-06-30,2024-07-08,0.6170212765957446,0.29411764705882354,0.25440055142075435,False,3
1909,1015,1,0.6538461538461539,49,76,1,2022-07-31,2024-11-24,0.8085106382978723,0.4117647058823529,0.212937635798679,False,2
6726,601,0,0.4423076923076924,35,32,18,2020-11-28,2024-08-12,0.4361702127659574,0.1764705882352941,0.04328574939317398,False,0
3716,261,1,0.6153846153846154,86,66,1,2020-09-30,2024-11-17,0.7446808510638298,0.3529411764705882,0.09381431161706151,False,0
1831,642,0,0.6730769230769232,62,58,9,2020-10-01,2024-11-26,0.8191489361702128,0.4117647058823529,0.23228079394970821,False,2
4257,565,0,0.7115384615384616,51,48,10,2020-02-27,2024-12-03,0.8404255319148937,0.47058823529411764,0.1941617981047511,False,2
7417,1150,1,0.730769230769231,51,55,10,2022-03-23,2024-11-27,0.7978723404255319,0.3529411764705882,0.1687407944457616,False,2
7063,1056,0,0.3653846153846154,48,5,5,2020-05-27,2024-10-31,0.5851063829787234,0.3529411764705882,0.04521613360602551,False,2
6984,397,0,0.8076923076923078,64,39,8,2021-05-09,2024-11-20,0.776595744680851,0.3529411764705882,0.10304891963794166,False,1
3211,1167,1,0.8461538461538461,64,74,8,2021-05-10,2024-11-30,0.776595744680851,0.3529411764705882,0.09751142574519298,False,0
7257,1140,1,0.4423076923076924,19,42,6,2020-05-18,2024-11-18,0.7978723404255319,0.47058823529411764,0.10178344193256339,False,0
2412,47,1,0.40384615384615385,9,88,1,2021-02-02,2024-12-09,0.8191489361702128,0.3529411764705882,0.13486088897317705,False,2
6288,978,1,0.6346153846153847,43,86,17,2020-06-26,2024-12-30,0.7659574468085106,0.4117647058823529,0.07724201243014502,False,3
730,653,0,0.3653846153846154,42,70,17,2021-05-02,2024-12-27,0.8829787234042552,0.5294117647058824,0.6319962889140622,False,2
8024,482,2,0.46153846153846156,32,35,4,2022-05-28,2024-12-16,0.7872340425531915,0.4117647058823529,0.09023796158012286,False,1
699,378,1,0.46153846153846156,6,53,17,2020-03-19,2024-12-14,0.7127659574468086,0.4117647058823529,0.06473215228579347,False,3
3551,413,0,0.28846153846153855,39,82,0,2020-11-21,2024-12-20,0.723404255319149,0.23529411764705882,0.08515926292530486,False,0
6562,892,0,0.6346153846153847,0,84,1,2021-04-24,2024-11-22,0.7340425531914893,0.1764705882352941,0.1025848172785146,False,3
5107,61,0,0.3076923076923077,58,5,5,2020-05-05,2024-10-08,0.6595744680851063,0.4117647058823529,0.07350439088487803,False,2
6533,20,1,0.21153846153846156,95,87,11,2021-08-23,2024-12-19,0.8297872340425532,0.3529411764705882,0.2396085207243636,False,0
8082,179,1,0.6346153846153847,55,37,7,2021-08-12,2024-12-09,0.8191489361702128,0.3529411764705882,0.31737193076437603,False,0
4884,932,1,0.40384615384615385,88,34,10,2022-02-21,2024-09-12,0.6808510638297872,0.23529411764705882,0.38426072393252936,False,0
4021,450,1,0.6153846153846154,74,16,8,2020-03-21,2024-10-19,0.7446808510638298,0.29411764705882354,0.1886993620731653,False,0
1744,843,0,0.3846153846153847,72,8,10,2020-06-01,2024-08-29,0.6914893617021277,0.3529411764705882,0.1402023442963661,False,1
2764,633,0,0.48076923076923084,84,75,13,2020-05-16,2024-10-31,0.723404255319149,0.29411764705882354,0.09768623582876713,False,1
6531,59,1,0.576923076923077,14,28,4,2022-02-10,2024-12-20,0.8191489361702128,0.47058823529411764,0.09517499258356847,False,2
120,385,1,0.5576923076923077,43,70,17,2022-08-17,2024-12-23,0.7659574468085106,0.4117647058823529,0.07950999455532656,False,2
1173,41,1,0.21153846153846156,87,59,2,2020-05-25,2024-11-23,0.8617021276595745,0.5882352941176471,0.17135298130799315,False,0
4664,356,0,0.25,71,89,14,2021-11-01,2024-12-04,0.9042553191489361,0.7058823529411764,0.43274008740720793,False,0
6372,434,0,0.13461538461538464,36,22,7,2020-02-18,2024-08-03,0.5851063829787234,0.3529411764705882,0.08079789214131196,False,0
8014,667,0,0.7884615384615384,53,48,10,2020-05-26,2024-10-12,0.7978723404255319,0.5294117647058824,0.309478183235843,False,0
4697,630,0,0.46153846153846156,90,1,3,2021-09-20,2024-10-10,0.7340425531914893,0.29411764705882354,0.513284429111316,False,1
393,462,1,0.8461538461538461,28,9,6,2022-05-21,2024-12-20,0.8723404255319148,0.5294117647058824,0.3593440051242966,False,3
8679,789,1,0.5192307692307693,84,75,13,2020-10-25,2024-11-23,0.7659574468085106,0.23529411764705882,0.11461400384733816,False,3
6747,51,1,0.576923076923077,36,45,7,2021-04-11,2024-09-24,0.6595744680851063,0.1764705882352941,0.10193908139358945,False,1
237,1194,1,0.5384615384615385,49,76,1,2020-11-09,2024-08-15,0.6595744680851063,0.29411764705882354,0.1679412603460438,False,0
1969,894,0,0.28846153846153855,49,66,1,2022-06-17,2024-10-27,0.7978723404255319,0.47058823529411764,0.301574363007327,False,1
8950,1081,1,0.7115384615384616,37,71,15,2020-08-24,2024-11-25,0.5957446808510639,0.4117647058823529,0.032581826878014294,False,3
77,350,0,0.28846153846153855,32,73,4,2020-07-02,2024-12-21,0.8617021276595745,0.47058823529411764,0.35476980793743923,False,3
6678,856,0,0.3653846153846154,13,26,14,2021-04-04,2024-11-01,0.8297872340425532,0.5882352941176471,0.1744780094005368,False,0
6672,870,0,0.6346153846153847,42,70,17,2021-10-07,2024-11-27,0.925531914893617,0.8235294117647058,0.4118362023018394,False,1
8875,727,1,0.46153846153846156,37,33,15,2020-03-09,2024-12-25,0.6702127659574468,0.29411764705882354,0.05702772819349807,False,1
8268,733,2,0.25,53,64,10,2021-06-22,2024-12-25,0.8404255319148937,0.47058823529411764,0.09838168536199496,False,1
3793,681,0,0.34615384615384615,89,58,9,2021-03-15,2024-12-09,0.8617021276595745,0.5294117647058824,0.13100445289155266,False,0
9065,838,1,0.48076923076923084,75,13,0,2020-06-26,2024-11-18,0.8191489361702128,0.47058823529411764,0.11723323076869756,False,3
6395,724,1,0.5384615384615385,0,50,1,2022-03-31,2024-12-09,0.851063829787234,0.47058823529411764,0.2409443990210202,False,3
5143,909,0,0.11538461538461542,27,7,2,2020-05-04,2024-09-28,0.7127659574468086,0.29411764705882354,0.17747707458899323,False,3
9561,893,0,0.40384615384615385,15,37,7,2020-07-23,2024-12-04,0.7340425531914893,0.23529411764705882,0.09384756235786526,False,2
881,599,2,0.8461538461538461,58,90,5,2020-08-10,2024-09-13,0.5106382978723404,0.1764705882352941,0.05686764807979138,False,1
3185,962,1,0.5000000000000001,38,26,14,2021-02-17,2024-06-15,0.35106382978723405,0.29411764705882354,0.027982502095500676,True,3
4270,615,0,0.1923076923076924,31,34,10,2021-11-21,2024-11-06,0.7872340425531915,0.4117647058823529,0.15819998468516366,False,1
9263,125,0,0.326923076923077,37,29,15,2021-04-29,2024-12-18,0.8085106382978723,0.29411764705882354,0.16060551873484288,False,2
5618,185,1,0.25,2,22,7,2021-05-22,2024-12-24,0.8617021276595745,0.47058823529411764,0.20171437353708926,False,2
887,312,0,0.7692307692307693,38,89,14,2020-12-16,2024-12-30,0.9042553191489361,0.5882352941176471,0.27385959977588786,False,0
629,728,1,0.8076923076923078,88,8,10,2020-09-14,2024-09-30,0.5957446808510639,0.23529411764705882,0.07089177078823859,False,3
9587,701,0,0.730769230769231,65,90,5,2022-02-25,2024-12-24,0.851063829787234,0.4117647058823529,0.17373425423083183,False,1
3378,147,0,0.23076923076923084,73,7,2,2022-09-19,2024-12-11,0.8617021276595745,0.5294117647058824,0.2787860165363407,False,2
3190,655,2,0.5576923076923077,90,69,3,2020-09-01,2024-11-25,0.8297872340425532,0.47058823529411764,0.13950472859109894,False,0
4634,539,1,0.7692307692307693,34,85,11,2021-12-03,2024-12-07,0.8404255319148937,0.47058823529411764,0.29959134081391964,False,1
1723,793,1,0.8461538461538461,68,51,18,2022-01-03,2024-10-28,0.776595744680851,0.4117647058823529,0.23589061134465455,False,0
3356,150,1,0.23076923076923084,87,49,2,2020-12-27,2024-12-17,0.6808510638297872,0.1764705882352941,0.07577529734231268,False,0
2847,38,1,0.5384615384615385,13,26,14,2021-02-09,2024-11-19,0.5638297872340425,0.29411764705882354,0.03819307892870229,False,1
1346,123,0,0.3076923076923077,56,6,6,2020-11-06,2024-08-28,0.5212765957446809,0.3529411764705882,0.05024230258888968,False,2
1621,182,1,0.576923076923077,39,68,0,2020-10-03,2024-12-13,0.7127659574468086,0.23529411764705882,0.08398162349612152,False,1
4100,1101,1,0.5576923076923077,17,87,11,2020-05-21,2024-12-30,0.8723404255319148,0.47058823529411764,0.29558522224437733,False,1
8641,439,0,0.326923076923077,59,16,8,2021-02-05,2024-08-09,0.6702127659574468,0.3529411764705882,0.21856361781923445,False,1
2495,615,0,0.6730769230769232,72,64,10,2021-10-13,2024-12-29,0.9042553191489361,0.5882352941176471,0.4654175507807588,False,3
6685,383,1,0.6153846153846154,16,51,18,2021-11-01,2024-12-13,0.8404255319148937,0.4117647058823529,0.3272584482604935,False,0
606,541,0,0.34615384615384615,91,63,5,2020-04-20,2024-12-25,0.5531914893617021,0.1764705882352941,0.02964417266687296,False,1
2890,892,0,0.15384615384615385,89,81,9,2021-09-11,2024-12-06,0.776595744680851,0.23529411764705882,0.1293206873653792,False,0
5275,178,1,0.11538461538461542,29,40,12,2020-08-18,2024-07-24,0.39361702127659576,0.29411764705882354,0.026187070400699588,False,3
7555,569,0,0.5961538461538463,13,23,14,2022-07-29,2024-11-04,0.7872340425531915,0.4117647058823529,0.15943394458736967,False,3
4325,755,0,0.6730769230769232,80,33,15,2021-10-02,2024-11-01,0.5957446808510639,0.3529411764705882,0.04917069728103168,False,1
5334,806,1,0.42307692307692313,3,3,16,2021-03-15,2024-08-26,0.7553191489361701,0.5882352941176471,0.4338108262462502,False,1
5251,672,0,0.5576923076923077,92,61,8,2021-03-04,2024-11-22,0.7978723404255319,0.3529411764705882,0.17762664876830916,False,1
5952,952,1,0.21153846153846156,27,59,2,2021-06-04,2024-11-12,0.7659574468085106,0.29411764705882354,0.17294219342464975,False,0
5129,1085,1,0.1923076923076924,14,10,4,2021-08-27,2024-10-07,0.574468085106383,0.3529411764705882,0.052595740201022936,False,3
6491,541,0,0.730769230769231,25,89,14,2021-04-27,2024-12-02,0.7872340425531915,0.29411764705882354,0.2611939918619083,False,1
9517,536,1,0.9038461538461539,65,5,5,2021-08-23,2024-11-25,0.7553191489361701,0.1764705882352941,0.1206595733919124,False,0
9417,686,0,0.7500000000000001,58,63,5,2020-09-12,2024-10-04,0.723404255319149,0.29411764705882354,0.10954559450970698,False,0
5676,297,0,0.7692307692307693,22,71,15,2021-01-12,2024-12-16,0.8085106382978723,0.29411764705882354,0.19652249239321612,False,3
7513,439,0,0.730769230769231,21,33,15,2020-10-18,2024-08-19,0.6382978723404255,0.1764705882352941,0.1314556665273457,False,0
9337,481,1,0.2692307692307693,65,54,5,2021-06-07,2024-12-28,0.851063829787234,0.4117647058823529,0.15587232452029848,False,0
9030,835,1,0.5384615384615385,22,71,15,2020-08-27,2024-10-03,0.6914893617021277,0.3529411764705882,0.09252446447624071,False,1
1863,358,0,0.326923076923077,18,19,12,2020-11-20,2024-12-22,0.8829787234042552,0.5294117647058824,0.28462103415869183,False,0
100,856,0,0.34615384615384615,31,55,10,2020-11-24,2024-12-20,0.648936170212766,0.3529411764705882,0.04819234567946697,False,0
4694,255,1,0.3653846153846154,25,89,14,2021-11-15,2024-12-02,0.8191489361702128,0.4117647058823529,0.14047029977763162,False,1
5486,449,0,0.5961538461538463,77,60,18,2021-06-14,2024-12-09,0.8297872340425532,0.4117647058823529,0.6384622041428689,False,1
1372,288,0,0.730769230769231,47,24,17,2021-01-24,2024-12-07,0.6276595744680851,0.29411764705882354,0.04979856224663234,False,3
6793,525,1,0.7884615384615384,49,84,1,2021-01-21,2024-10-12,0.46808510638297873,0.1764705882352941,0.02975583883550057,False,3
7893,884,0,0.34615384615384615,30,24,17,2021-11-19,2024-11-27,0.7872340425531915,0.29411764705882354,0.12810643962873108,False,0
2312,767,0,0.730769230769231,49,88,1,2020-11-15,2024-07-09,0.5319148936170213,0.1764705882352941,0.08907093639393224,False,3
7759,566,0,0.5576923076923077,65,90,5,2020-08-15,2024-12-13,0.7021276595744681,0.23529411764705882,0.07772864297878114,False,0
3116,840,0,0.9423076923076924,50,82,0,2022-03-19,2024-11-01,0.7978723404255319,0.47058823529411764,0.3272980892088132,False,3
8595,509,1,0.28846153846153855,48,5,5,2021-08-08,2024-11-30,0.776595744680851,0.23529411764705882,0.2822552493659343,False,3
5201,419,0,0.9038461538461539,58,5,5,2020-12-10,2024-12-19,0.6808510638297872,0.29411764705882354,0.06365610632525484,False,1
9330,692,0,0.7500000000000001,84,75,13,2021-05-25,2024-10-18,0.6914893617021277,0.23529411764705882,0.09770865570937422,False,3
6028,325,0,0.5961538461538463,24,85,11,2022-06-10,2024-07-31,0.46808510638297873,0.23529411764705882,0.055097452289248526,False,1
7728,511,1,0.21153846153846156,88,55,10,2020-06-01,2024-11-14,0.851063829787234,0.5882352941176471,0.19229899845952675,False,1
3257,1005,1,0.7884615384615384,84,75,13,2020-07-03,2024-12-01,0.8191489361702128,0.4117647058823529,0.12478591450963769,False,1
686,219,1,0.25,54,46,3,2021-08-30,2024-11-19,0.776595744680851,0.29411764705882354,0.23857958900568044,False,0
8659,11,1,0.7500000000000001,51,48,10,2020-10-27,2024-12-24,0.8936170212765957,0.5882352941176471,0.5018155229404659,False,0
3261,835,1,0.6923076923076924,37,21,15,2020-04-17,2024-12-25,0.6808510638297872,0.29411764705882354,0.06044334826511823,False,0
4566,908,0,0.6153846153846154,36,45,7,2021-05-02,2024-08-15,0.574468085106383,0.29411764705882354,0.07828935661116247,False,1
8335,733,1,0.6923076923076924,22,21,15,2021-03-18,2024-11-13,0.5531914893617021,0.23529411764705882,0.042377690074285615,False,2
3884,189,1,0.3653846153846154,56,6,6,2021-01-01,2024-08-20,0.6808510638297872,0.3529411764705882,0.20386928148181763,False,1
5804,116,0,0.3846153846153847,70,19,12,2020-09-30,2024-12-06,0.8085106382978723,0.3529411764705882,0.17625795296525665,False,0
4254,58,1,0.8653846153846155,70,11,12,2020-11-25,2024-12-14,0.7872340425531915,0.23529411764705882,0.15619248474771188,False,0
1162,850,0,0.46153846153846156,73,59,2,2020-09-11,2024-09-08,0.6914893617021277,0.29411764705882354,0.11315746976809071,False,0
7186,509,1,0.28846153846153855,91,63,5,2020-09-04,2024-10-21,0.7446808510638298,0.47058823529411764,0.09225607576056737,False,2
3291,654,0,0.5192307692307693,50,82,0,2020-04-27,2024-10-06,0.5425531914893617,0.1764705882352941,0.056754248973532304,False,2
3666,1060,0,0.8076923076923078,81,18,16,2020-12-23,2024-11-24,0.8404255319148937,0.5294117647058824,0.14614025509058554,False,1
2321,701,0,0.1923076923076924,12,46,3,2020-05-27,2024-11-10,0.6170212765957446,0.29411764705882354,0.05864650855849157,False,0
2093,153,1,0.730769230769231,87,49,2,2020-09-12,2024-10-22,0.7553191489361701,0.3529411764705882,0.14380403854616497,False,0
1574,310,0,0.34615384615384615,49,50,1,2020-07-05,2024-12-26,0.7021276595744681,0.3529411764705882,0.06258850843566963,False,0
3210,745,1,0.730769230769231,49,88,1,2021-03-29,2024-12-12,0.6382978723404255,0.29411764705882354,0.05313468380440896,False,3
9044,1045,0,0.48076923076923084,74,41,8,2021-01-09,2024-12-18,0.8617021276595745,0.47058823529411764,0.13317062493088558,False,1
5625,55,1,0.8653846153846155,20,20,0,2020-05-27,2024-11-13,0.7553191489361701,0.23529411764705882,0.10956140756559413,False,3
3068,656,0,0.576923076923077,84,75,13,2023-03-14,2024-12-28,0.9361702127659575,0.7058823529411764,0.35858941909439496,False,1
5500,993,1,0.4423076923076924,17,4,11,2021-01-25,2024-09-24,0.4148936170212766,0.1764705882352941,0.018929960834526444,False,2
3621,905,0,0.6923076923076924,82,28,4,2020-10-31,2024-10-21,0.6595744680851063,0.3529411764705882,0.07429526029643847,False,3
1592,481,1,0.8076923076923078,50,68,0,2021-05-02,2024-04-22,0.4787234042553192,0.1764705882352941,0.10127168378827099,True,0
1264,955,1,0.7692307692307693,5,30,6,2021-05-17,2024-11-16,0.6276595744680851,0.23529411764705882,0.06483948611034242,False,0
9883,1052,0,0.5961538461538463,10,82,0,2021-11-17,2024-08-31,0.648936170212766,0.1764705882352941,0.17058691456628308,False,1
130,251,1,0.2692307692307693,11,14,15,2023-01-29,2024-07-09,0.44680851063829785,0.23529411764705882,0.05316652653338716,False,1
49,1068,0,0.6730769230769232,78,25,18,2020-02-17,2024-11-15,0.7340425531914893,0.1764705882352941,0.10865432302412346,False,1
9414,562,2,0.42307692307692313,88,55,10,2020-04-22,2024-12-07,0.7659574468085106,0.1764705882352941,0.11763223965834269,False,2
8884,146,0,0.7115384615384616,44,51,18,2021-04-22,2024-12-28,0.5851063829787234,0.11764705882352941,0.0457883279502153,False,1
1324,629,0,0.1923076923076924,36,78,7,2020-07-18,2024-10-10,0.723404255319149,0.29411764705882354,0.10817603223783875,False,1
932,9,1,0.576923076923077,81,18,16,2020-04-15,2024-10-01,0.6702127659574468,0.29411764705882354,0.09063393782891292,False,1
4169,321,0,0.3653846153846154,90,57,3,2021-11-15,2024-11-09,0.7872340425531915,0.47058823529411764,0.10000079065279437,False,3
