customer_id,customer_name,gender,age,city,state,country,signup_date,last_purchase_date,loyalty_score,total_orders,total_spent,churn_status,preferred_channel
CUST-50412,Mark Rodriguez,Male,33,Brasília,Rio de Janeiro,Brazil,2020-04-09,2024-09-20,0.66,5,16989.600000000002,False,Website
CUST-57535,Donald Jones,Male,49,Brisbane,Queensland,Australia,2021-01-06,2024-12-10,0.81,9,12289.16,False,Website
CUST-52517,Margaret Williams,Female,38,Toulouse,Auvergne-Rhône-Alpes,France,2020-11-02,2024-12-26,0.81,8,31702.710000000003,False,Website
CUST-50421,John Jackson,Male,44,San Antonio,Florida,USA,2020-07-18,2024-11-22,0.75,6,19444.57,False,SMS
CUST-56316,Steven Hernandez,Male,37,Funchal,Coimbra,Portugal,2020-08-05,2024-09-19,0.66,5,23518.98,False,App
CUST-59444,Anthony Robinson,Male,35,Johannesburg,KwaZulu-Natal,South Africa,2020-07-10,2024-12-22,0.75,8,8068.47,False,Email
CUST-53461,Donna Harris,Female,49,Coimbra,Madeira,Portugal,2021-09-09,2024-09-27,0.67,5,15367.67,False,SMS
CUST-51285,Robert Sanchez,Male,46,Guadalajara,Puebla,Mexico,2020-12-11,2024-09-16,0.58,5,7459.58,False,App
CUST-55267,Joseph Martin,Male,54,Toulouse,Auvergne-Rhône-Alpes,France,2020-04-09,2024-06-23,0.39,4,4661.63,True,App
CUST-55894,Michael Moore,Male,52,Milan,Piedmont,Italy,2021-05-21,2024-11-08,0.76,8,16486.12,False,Email
CUST-50734,Kimberly Robinson,Female,47,Sapporo,Aichi,Japan,2020-07-30,2024-12-29,0.82,8,11070.05,False,App
CUST-58248,Donna Martin,Female,50,Incheon,Seoul,South Korea,2022-05-23,2024-12-29,0.76,4,11263.390000000001,False,App
CUST-58354,Emily Anderson,Female,53,Stuttgart,Lower Saxony,Germany,2020-01-20,2024-08-31,0.37,3,1933.42,False,SMS
CUST-59253,Susan Wilson,Female,51,Puebla,Baja California,Mexico,2022-01-04,2024-11-15,0.74,6,12663.01,False,SMS
CUST-57587,Thomas Anderson,Male,51,Vancouver,Manitoba,Canada,2020-10-09,2024-12-02,0.73,4,21107.04,False,SMS
CUST-58723,James Thompson,Male,31,Daejeon,Gyeonggi,South Korea,2022-10-23,2024-11-02,0.68,3,10153.52,False,App
CUST-50886,Matthew Harris,Male,31,Glasgow,Scotland,UK,2020-03-14,2024-11-17,0.74,6,19818.33,False,App
CUST-52167,Emily Ramirez,Female,21,Milan,Lombardy,Italy,2020-04-08,2024-12-09,0.8,8,21772.65,False,App
CUST-54754,Richard Perez,Male,22,Mendoza,Córdoba,Argentina,2022-07-26,2024-12-04,0.79,8,32766.36,False,SMS
CUST-51444,Elizabeth Johnson,Female,60,Porto,Porto,Portugal,2021-03-24,2024-09-28,0.7,7,12222.35,False,Email
CUST-51203,Mark Moore,Other,47,Yokohama,Osaka,Japan,2021-11-03,2024-09-30,0.66,4,14804.7,False,Email
CUST-59331,Sarah Lewis,Female,48,Mumbai,Karnataka,India,2021-06-13,2024-12-19,0.79,7,14395.859999999999,False,Email
CUST-51097,Lisa Jones,Female,33,Chennai,Karnataka,India,2020-09-08,2024-12-08,0.81,9,19470.0,False,Website
CUST-54375,William Wilson,Male,57,Rome,Piedmont,Italy,2020-12-23,2024-12-11,0.58,4,4755.66,False,Website
CUST-54405,Ashley Jackson,Female,38,Barcelona,Aragon,Spain,2020-10-21,2024-12-18,0.69,8,6306.71,False,Email
CUST-59600,Jessica Wilson,Female,51,Liverpool,England,UK,2021-10-29,2024-09-21,0.39,2,2225.01,False,Email
CUST-55057,Donna Martin,Female,58,Nice,Provence-Alpes-Côte d'Azur,France,2022-02-22,2024-12-24,0.86,11,34844.26,False,Email
CUST-50680,Anthony Brown,Male,42,Glasgow,Scotland,UK,2021-01-31,2024-11-30,0.58,7,3608.01,False,Website
CUST-58410,James Lewis,Male,37,Wellington,Canterbury,New Zealand,2020-08-27,2024-12-22,0.89,13,30055.17,False,Email
CUST-58330,Mark Perez,Male,34,Chengdu,Jiangsu,China,2021-04-28,2024-11-05,0.71,5,19167.39,False,App
CUST-53385,Patricia Clark,Female,44,Calgary,Manitoba,Canada,2021-10-02,2024-08-05,0.45,5,4574.330000000001,False,SMS
CUST-51619,Jennifer Jackson,Female,25,Brasília,Paraná,Brazil,2022-04-25,2024-12-15,0.85,11,24662.260000000002,False,Email
CUST-52968,Sandra Brown,Female,49,Singapore,Singapore,Singapore,2021-01-23,2024-11-17,0.65,7,6494.28,False,Email
CUST-55757,Betty Gonzalez,Female,38,Rosario,Mendoza,Argentina,2021-06-02,2024-12-25,0.74,4,9527.19,False,App
CUST-54642,Elizabeth Clark,Female,21,Daegu,Busan,South Korea,2022-02-10,2024-06-13,0.55,5,10765.72,True,SMS
CUST-59150,Betty Lee,Female,46,Cape Town,KwaZulu-Natal,South Africa,2020-02-09,2024-12-09,0.78,7,11883.41,False,Email
CUST-53826,Jennifer Lee,Female,37,Adelaide,Victoria,Australia,2021-02-07,2024-12-30,0.79,6,16337.58,False,App
CUST-53740,Margaret Moore,Female,44,Singapore,Singapore,Singapore,2021-05-23,2024-12-07,0.78,7,34840.98,False,Website
CUST-59002,William Taylor,Male,35,Johannesburg,Eastern Cape,South Africa,2021-11-03,2024-12-07,0.75,7,8900.330000000002,False,Website
CUST-54301,Karen Martin,Female,36,Hyderabad,Delhi,India,2020-04-04,2024-10-31,0.72,6,31768.890000000003,False,App
CUST-58844,Mark Anderson,Male,36,Durban,Eastern Cape,South Africa,2020-10-02,2024-10-04,0.68,5,10974.01,False,Email
CUST-51614,Michael Wilson,Male,28,Singapore,Singapore,Singapore,2020-12-21,2024-10-31,0.72,6,28198.16,False,Email
CUST-53254,Sarah Lopez,Female,58,Munich,Bavaria,Germany,2021-08-23,2024-09-12,0.46,5,3591.13,False,Email
CUST-54711,Mark Brown,Male,48,Johannesburg,Western Cape,South Africa,2021-11-19,2024-11-04,0.77,9,17214.27,False,App
CUST-59853,Jennifer Perez,Female,62,Adelaide,Victoria,Australia,2020-11-26,2024-12-07,0.68,7,6778.78,False,App
CUST-50491,Linda Perez,Female,35,Shenzhen,Beijing,China,2020-08-21,2024-12-29,0.85,10,20809.36,False,Website
CUST-58540,Elizabeth Brown,Female,37,Guadalajara,Jalisco,Mexico,2022-01-31,2024-10-30,0.71,5,28649.02,False,Email
CUST-57883,Robert Harris,Male,36,Chicago,Georgia,USA,2022-02-27,2024-09-27,0.44,3,3465.8399999999997,False,Email
CUST-51783,Barbara Gonzalez,Female,38,Melbourne,Queensland,Australia,2020-06-10,2024-10-23,0.57,5,5661.57,False,App
CUST-56273,Jennifer Perez,Female,24,London,Wales,UK,2020-06-18,2024-10-30,0.74,7,11787.53,False,Email
CUST-58555,Joseph Taylor,Male,50,Milan,Campania,Italy,2022-06-30,2024-07-08,0.58,5,23488.49,False,Website
CUST-51923,Robert Thomas,Male,52,Melbourne,South Australia,Australia,2022-07-31,2024-11-24,0.76,7,19660.27,False,SMS
CUST-56768,Kimberly Brown,Female,41,Houston,Illinois,USA,2020-11-28,2024-08-12,0.41,3,3996.5200000000004,False,App
CUST-53744,Donald Rodriguez,Male,50,Sydney,Queensland,Australia,2020-09-30,2024-11-17,0.7,6,8661.76,False,App
CUST-51844,Linda Lewis,Female,53,Osaka,Osaka,Japan,2020-10-01,2024-11-26,0.77,7,21446.2,False,SMS
CUST-54287,Karen Thomas,Female,55,Mexico City,Mexico City,Mexico,2020-02-27,2024-12-03,0.79,8,17926.72,False,SMS
CUST-57463,Thomas Jones,Male,56,Mexico City,Nuevo León,Mexico,2022-03-23,2024-11-27,0.75,6,15579.630000000001,False,SMS
CUST-57107,Sarah Harris,Female,37,Marseille,Auvergne-Rhône-Alpes,France,2020-05-27,2024-10-31,0.55,6,4174.75,False,SMS
CUST-57028,Jennifer Hernandez,Female,60,Palermo,Lazio,Italy,2021-05-09,2024-11-20,0.73,6,9514.38,False,Email
CUST-53237,Thomas White,Male,62,Palermo,Sicily,Italy,2021-05-10,2024-11-30,0.73,6,9003.11,False,App
CUST-57302,Thomas Anderson,Male,41,Cologne,Lower Saxony,Germany,2020-05-18,2024-11-18,0.75,8,9397.539999999999,False,App
CUST-52428,Anthony Moore,Male,39,Brisbane,Western Australia,Australia,2021-02-02,2024-12-09,0.77,6,12451.54,False,SMS
CUST-56330,Richard Perez,Male,51,London,Wales,UK,2020-06-26,2024-12-30,0.72,7,7131.66,False,Website
CUST-50737,Linda Smith,Female,37,Liverpool,Scotland,UK,2021-05-02,2024-12-27,0.83,9,58351.44,False,SMS
CUST-58078,Joseph Clark,Other,42,Guangzhou,Jiangsu,China,2022-05-28,2024-12-16,0.74,7,8331.56,False,Email
CUST-50705,James Perez,Male,42,Birmingham,Northern Ireland,UK,2020-03-19,2024-12-14,0.67,7,5976.64,False,Website
CUST-53578,Jennifer Smith,Female,33,La Plata,Tucumán,Argentina,2020-11-21,2024-12-20,0.68,4,7862.65,False,App
CUST-56604,Nancy Sanchez,Female,51,Adelaide,Victoria,Australia,2021-04-24,2024-11-22,0.69,3,9471.53,False,Website
CUST-55144,Ashley Brown,Female,34,Nantes,Auvergne-Rhône-Alpes,France,2020-05-05,2024-10-08,0.62,7,6786.570000000001,False,SMS
CUST-56575,Andrew Robinson,Male,29,Wellington,Wellington,New Zealand,2021-08-23,2024-12-19,0.78,6,22122.760000000002,False,App
CUST-58136,Charles Wilson,Male,51,Mumbai,Karnataka,India,2021-08-12,2024-12-09,0.77,6,29302.559999999998,False,App
CUST-54920,Paul Clark,Male,39,Tijuana,Jalisco,Mexico,2022-02-21,2024-09-12,0.64,4,35478.32,False,App
CUST-54050,John Anderson,Male,50,Rome,Campania,Italy,2020-03-21,2024-10-19,0.7,5,17422.38,False,App
CUST-51757,Michelle Davis,Female,38,Puebla,Baja California,Mexico,2020-06-01,2024-08-29,0.65,6,12944.710000000001,False,Email
CUST-52785,Linda Davis,Female,43,Singapore,Singapore,Singapore,2020-05-16,2024-10-31,0.68,5,9019.25,False,Email
CUST-56573,Anthony Wilson,Male,48,Chengdu,Guangdong,China,2022-02-10,2024-12-20,0.77,8,8787.39,False,SMS
CUST-50121,James Thomas,Male,47,London,Scotland,UK,2022-08-17,2024-12-23,0.72,7,7341.0599999999995,False,SMS
CUST-51182,Anthony Lee,Male,29,São Paulo,Paraná,Brazil,2020-05-25,2024-11-23,0.81,10,15820.81,False,App
CUST-54697,Emily Thompson,Female,31,Pretoria,Western Cape,South Africa,2021-11-01,2024-12-04,0.85,12,39954.36,False,App
CUST-56414,Jessica Martin,Female,25,Hyderabad,Delhi,India,2020-02-18,2024-08-03,0.55,6,7459.969999999999,False,App
CUST-58068,Lisa Hernandez,Female,59,Monterrey,Mexico City,Mexico,2020-05-26,2024-10-12,0.75,9,28573.739999999998,False,App
CUST-54731,Linda Anderson,Female,42,Toronto,Alberta,Canada,2021-09-20,2024-10-10,0.69,5,47390.92,False,Email
CUST-50396,John Lewis,Male,62,Frankfurt,Bavaria,Germany,2022-05-21,2024-12-20,0.82,9,33177.79,False,Website
CUST-58738,Matthew Johnson,Male,45,Singapore,Singapore,Singapore,2020-10-25,2024-11-23,0.72,4,10582.17,False,Website
CUST-56789,Anthony Rodriguez,Male,48,Hyderabad,Maharashtra,India,2021-04-11,2024-09-24,0.62,3,9411.91,False,Email
CUST-50238,William Taylor,Male,46,Melbourne,South Australia,Australia,2020-11-09,2024-08-15,0.62,5,15505.81,False,App
CUST-51983,Nancy Taylor,Female,33,Melbourne,Queensland,Australia,2022-06-17,2024-10-27,0.75,8,27843.99,False,Email
CUST-59010,Steven Brown,Male,55,Incheon,Seoul,South Korea,2020-08-24,2024-11-25,0.56,7,3008.2400000000002,False,Website
CUST-50078,Emily Robinson,Female,33,Guangzhou,Sichuan,China,2020-07-02,2024-12-21,0.81,8,32755.460000000003,False,Website
CUST-56720,Michelle Miller,Female,37,Cape Town,Gauteng,South Africa,2021-04-04,2024-11-01,0.78,10,16109.34,False,App
CUST-56714,Nancy Anderson,Female,51,Liverpool,Scotland,UK,2021-10-07,2024-11-27,0.87,14,38024.33,False,Email
CUST-58935,Mark Hernandez,Male,42,Incheon,Incheon,South Korea,2020-03-09,2024-12-25,0.63,5,5265.299999999999,False,Email
CUST-58322,Mark Lopez,Other,31,Monterrey,Puebla,Mexico,2021-06-22,2024-12-25,0.79,8,9083.46,False,Email
CUST-53822,Lisa Rodriguez,Female,36,Tokyo,Osaka,Japan,2021-03-15,2024-12-09,0.81,9,12095.48,False,App
CUST-59125,Michael Williams,Male,43,Rosario,Buenos Aires,Argentina,2020-06-26,2024-11-18,0.77,8,10824.0,False,Website
CUST-56437,Mark Garcia,Male,46,Adelaide,New South Wales,Australia,2022-03-31,2024-12-09,0.8,8,22246.1,False,Website
CUST-55180,Patricia Johnson,Female,24,Fortaleza,Bahia,Brazil,2020-05-04,2024-09-28,0.67,5,16386.24,False,Website
CUST-59624,Nancy Smith,Female,39,Chennai,Karnataka,India,2020-07-23,2024-12-04,0.69,4,8664.83,False,SMS
CUST-50889,Kenneth Wilson,Other,62,Nantes,Île-de-France,France,2020-08-10,2024-09-13,0.48,3,5250.5199999999995,False,Email
CUST-53210,Richard Clark,Male,44,Johannesburg,Gauteng,South Africa,2021-02-17,2024-06-15,0.33,5,2583.59,True,Website
CUST-54300,Kimberly Martinez,Female,28,Guadalajara,Jalisco,Mexico,2021-11-21,2024-11-06,0.74,7,14606.41,False,Email
CUST-59324,Betty Gonzalez,Female,35,Incheon,Gyeonggi,South Korea,2021-04-29,2024-12-18,0.76,5,14828.51,False,SMS
CUST-55657,Daniel Gonzalez,Male,31,Bangalore,Delhi,India,2021-05-22,2024-12-24,0.81,8,18624.04,False,SMS
CUST-50895,Elizabeth Lewis,Female,58,Johannesburg,Western Cape,South Africa,2020-12-16,2024-12-30,0.85,10,25285.120000000003,False,App
CUST-50635,Mark Jackson,Male,60,Tijuana,Baja California,Mexico,2020-09-14,2024-09-30,0.56,4,6545.349999999999,False,Website
CUST-59650,Margaret Lee,Female,56,Paris,Île-de-France,France,2022-02-25,2024-12-24,0.8,7,16040.67,False,Email
CUST-53404,Betty White,Female,30,Rio de Janeiro,Bahia,Brazil,2022-09-19,2024-12-11,0.81,9,25739.97,False,SMS
CUST-53215,Linda Thomas,Other,47,Toronto,Saskatchewan,Canada,2020-09-01,2024-11-25,0.78,8,12880.300000000001,False,App
CUST-54667,Joshua Wilson,Male,58,Hamilton,Waikato,New Zealand,2021-12-03,2024-12-07,0.79,8,27660.9,False,Email
CUST-51736,Matthew Lopez,Male,62,Phoenix,New York,USA,2022-01-03,2024-10-28,0.73,7,21779.49,False,App
CUST-53382,Charles Anderson,Male,30,São Paulo,Minas Gerais,Brazil,2020-12-27,2024-12-17,0.64,3,6996.24,False,App
CUST-52870,Anthony Jackson,Male,46,Cape Town,Gauteng,South Africa,2021-02-09,2024-11-19,0.53,5,3526.3199999999997,False,Email
CUST-51356,Betty Davis,Female,34,Munich,Baden-Württemberg,Germany,2020-11-06,2024-08-28,0.49,6,4638.81,False,SMS
CUST-51634,Daniel Clark,Male,48,La Plata,Santa Fe,Argentina,2020-10-03,2024-12-13,0.67,4,7753.92,False,Email
CUST-54129,Steven Rodriguez,Male,47,Christchurch,Wellington,New Zealand,2020-05-21,2024-12-30,0.82,8,27291.02,False,Email
CUST-58700,Jessica Ramirez,Female,35,Naples,Campania,Italy,2021-02-05,2024-08-09,0.63,6,20179.71,False,Email
CUST-52512,Kimberly Martinez,Female,53,Puebla,Puebla,Mexico,2021-10-13,2024-12-29,0.85,10,42971.43,False,Website
CUST-56727,James Smith,Male,50,Chicago,New York,USA,2021-11-01,2024-12-13,0.79,7,30215.370000000003,False,App
CUST-50612,Karen Brown,Female,36,Toulouse,Provence-Alpes-Côte d'Azur,France,2020-04-20,2024-12-25,0.52,3,2737.01,False,Email
CUST-52913,Nancy Sanchez,Female,26,Tokyo,Tokyo,Japan,2021-09-11,2024-12-06,0.73,4,11940.02,False,App
CUST-55312,Charles Williams,Male,24,Funchal,Lisbon,Portugal,2020-08-18,2024-07-24,0.37,5,2417.8199999999997,False,Website
CUST-57602,Karen Wilson,Female,49,Cape Town,Eastern Cape,South Africa,2022-07-29,2024-11-04,0.74,7,14720.34,False,Website
CUST-54357,Mary Gonzalez,Female,53,Seoul,Incheon,South Korea,2021-10-02,2024-11-01,0.56,6,4539.87,False,Email
CUST-55371,Matthew Thompson,Male,40,Barcelona,Aragon,Spain,2021-03-15,2024-08-26,0.71,10,40053.22,False,Email
CUST-55288,Lisa Lewis,Female,47,Turin,Piedmont,Italy,2021-03-04,2024-11-22,0.75,6,16400.05,False,Email
CUST-55993,Paul Sanchez,Male,29,Fortaleza,Paraná,Brazil,2021-06-04,2024-11-12,0.72,5,15967.54,False,App
CUST-55166,Steven Gonzalez,Male,28,Chengdu,Beijing,China,2021-08-27,2024-10-07,0.54,6,4856.1,False,Website
CUST-56533,Karen Brown,Female,56,Durban,Western Cape,South Africa,2021-04-27,2024-12-02,0.74,5,24115.72,False,Email
CUST-59580,Joshua Thompson,Male,65,Paris,Auvergne-Rhône-Alpes,France,2021-08-23,2024-11-25,0.71,3,11140.35,False,App
CUST-59479,Lisa Thompson,Female,57,Nantes,Provence-Alpes-Côte d'Azur,France,2020-09-12,2024-10-04,0.68,5,10114.21,False,App
CUST-55716,Donna White,Female,58,Daejeon,Seoul,South Korea,2021-01-12,2024-12-16,0.76,5,18144.68,False,Website
CUST-57559,Jessica Ramirez,Female,56,Daegu,Incheon,South Korea,2020-10-18,2024-08-19,0.6,3,12137.14,False,App
CUST-59399,Joseph Brown,Male,32,Paris,Nouvelle-Aquitaine,France,2021-06-07,2024-12-28,0.8,7,14391.5,False,App
CUST-59090,Michael Thomas,Male,46,Daejeon,Seoul,South Korea,2020-08-27,2024-10-03,0.65,6,8542.67,False,Email
CUST-51877,Emily Williams,Female,35,Coimbra,Coimbra,Portugal,2020-11-20,2024-12-22,0.83,9,26278.710000000003,False,App
CUST-50101,Michelle Miller,Female,36,Guadalajara,Nuevo León,Mexico,2020-11-24,2024-12-20,0.61,6,4449.54,False,App
CUST-54728,Donald Martinez,Male,37,Durban,Western Cape,South Africa,2021-11-15,2024-12-02,0.77,7,12969.45,False,Email
CUST-55525,Jessica Wilson,Female,49,San Antonio,Pennsylvania,USA,2021-06-14,2024-12-09,0.78,7,58948.42999999999,False,Email
CUST-51382,Donna Perez,Female,56,Manchester,England,UK,2021-01-24,2024-12-07,0.59,5,4597.84,False,Website
CUST-56835,Joshua Martinez,Male,59,Melbourne,Victoria,Australia,2021-01-21,2024-10-12,0.44,3,2747.32,False,Website
CUST-57945,Nancy Martin,Female,36,Glasgow,England,UK,2021-11-19,2024-11-27,0.74,5,11827.909999999998,False,App
CUST-52327,Mary Moore,Female,56,Melbourne,Western Australia,Australia,2020-11-15,2024-07-09,0.5,3,8223.81,False,Website
CUST-57809,Karen Thompson,Female,47,Paris,Île-de-France,France,2020-08-15,2024-12-13,0.66,4,7176.589999999999,False,App
CUST-53141,Michelle Anderson,Female,67,Mendoza,Tucumán,Argentina,2022-03-19,2024-11-01,0.75,8,30219.03,False,Website
CUST-58653,Joseph Wilson,Male,33,Marseille,Auvergne-Rhône-Alpes,France,2021-08-08,2024-11-30,0.73,4,26060.28,False,Website
CUST-55238,Jennifer Wilson,Female,65,Nantes,Auvergne-Rhône-Alpes,France,2020-12-10,2024-12-19,0.64,5,5877.29,False,Email
CUST-59391,Margaret Clark,Female,57,Singapore,Singapore,Singapore,2021-05-25,2024-10-18,0.65,4,9021.32,False,Website
CUST-56069,Elizabeth Thomas,Female,49,Dunedin,Waikato,New Zealand,2022-06-10,2024-07-31,0.44,4,5087.080000000001,False,Email
CUST-57778,Joshua Brown,Male,29,Tijuana,Nuevo León,Mexico,2020-06-01,2024-11-14,0.8,10,17754.73,False,Email
CUST-53283,Robert Martinez,Male,59,Singapore,Singapore,Singapore,2020-07-03,2024-12-01,0.77,7,11521.330000000002,False,Email
CUST-50692,David Johnson,Male,31,Montreal,Manitoba,Canada,2021-08-30,2024-11-19,0.73,5,22027.76,False,App
CUST-58718,Andrew Lee,Male,57,Mexico City,Mexico City,Mexico,2020-10-27,2024-12-24,0.84,10,46332.01,False,App
CUST-53287,Michael Thomas,Male,54,Incheon,Daegu,South Korea,2020-04-17,2024-12-25,0.64,5,5580.66,False,App
CUST-54599,Patricia Jackson,Female,50,Hyderabad,Maharashtra,India,2021-05-02,2024-08-15,0.54,5,7228.36,False,Email
CUST-58389,Mark Lopez,Male,54,Daejeon,Daegu,South Korea,2021-03-18,2024-11-13,0.52,4,3912.6800000000003,False,SMS
CUST-53913,Daniel Johnson,Male,37,Munich,Baden-Württemberg,Germany,2021-01-01,2024-08-20,0.64,6,18823.0,False,Email
CUST-55845,Barbara Thompson,Female,38,Porto,Coimbra,Portugal,2020-09-30,2024-12-06,0.76,6,16273.679999999998,False,App
CUST-54284,Anthony Williams,Male,63,Porto,Braga,Portugal,2020-11-25,2024-12-14,0.74,4,14421.06,False,App
CUST-51171,Michelle Jones,Female,42,Rio de Janeiro,Paraná,Brazil,2020-09-11,2024-09-08,0.65,5,10447.69,False,App
CUST-57231,Joseph Wilson,Male,33,Toulouse,Provence-Alpes-Côte d'Azur,France,2020-09-04,2024-10-21,0.7,8,8517.89,False,SMS
CUST-53317,Linda Taylor,Female,45,Mendoza,Tucumán,Argentina,2020-04-27,2024-10-06,0.51,3,5240.05,False,SMS
CUST-53693,Sarah Jones,Female,60,Seville,Catalonia,Spain,2020-12-23,2024-11-24,0.79,9,13492.95,False,Email
CUST-52336,Margaret Lee,Female,28,Calgary,Manitoba,Canada,2020-05-27,2024-11-10,0.58,5,5414.76,False,App
CUST-52107,Charles Davis,Male,56,São Paulo,Minas Gerais,Brazil,2020-09-12,2024-10-22,0.71,6,13277.25,False,App
CUST-51587,Elizabeth Jones,Female,36,Melbourne,New South Wales,Australia,2020-07-05,2024-12-26,0.66,6,5778.72,False,App
CUST-53236,Mark Thomas,Male,56,Melbourne,Western Australia,Australia,2021-03-29,2024-12-12,0.6,5,4905.86,False,Website
CUST-59104,Sandra Thomas,Female,43,Rome,Lombardy,Italy,2021-01-09,2024-12-18,0.81,8,12295.48,False,Email
CUST-55664,Anthony Thomas,Male,63,Córdoba,Córdoba,Argentina,2020-05-27,2024-11-13,0.71,4,10115.67,False,Website
CUST-53092,Linda Thompson,Female,48,Singapore,Singapore,Singapore,2023-03-14,2024-12-28,0.88,12,33108.12,False,Email
CUST-55539,Robert Davis,Male,41,Christchurch,Auckland,New Zealand,2021-01-25,2024-09-24,0.39,3,1747.78,False,SMS
CUST-53648,Patricia Gonzalez,Female,54,Shanghai,Guangdong,China,2020-10-31,2024-10-21,0.62,6,6859.59,False,Website
CUST-51605,Joseph Brown,Male,60,Mendoza,Santa Fe,Argentina,2021-05-02,2024-04-22,0.45,3,9350.29,True,App
CUST-51274,Paul Thomas,Male,58,Berlin,Hesse,Germany,2021-05-17,2024-11-16,0.59,4,5986.55,False,App
CUST-59947,Sarah Clark,Female,49,Buenos Aires,Tucumán,Argentina,2021-11-17,2024-08-31,0.61,3,15750.08,False,Email
CUST-50131,Donald Lee,Male,32,Busan,Busan,South Korea,2023-01-29,2024-07-09,0.42,4,4908.8,False,Email
CUST-50050,Sarah Perez,Female,53,San Diego,Florida,USA,2020-02-17,2024-11-15,0.69,3,10031.92,False,Email
CUST-59476,Karen Sanchez,Other,40,Tijuana,Nuevo León,Mexico,2020-04-22,2024-12-07,0.72,3,10860.84,False,SMS
CUST-58944,Betty Thompson,Female,55,Los Angeles,New York,USA,2021-04-22,2024-12-28,0.55,2,4227.58,False,Email
CUST-51334,Kimberly Wilson,Female,28,Hyderabad,Tamil Nadu,India,2020-07-18,2024-10-10,0.68,5,9987.76,False,Email
CUST-50940,Andrew Johnson,Male,48,Seville,Catalonia,Spain,2020-04-15,2024-10-01,0.63,5,8368.12,False,Email
CUST-54199,Elizabeth Rodriguez,Female,37,Toronto,Ontario,Canada,2021-11-15,2024-11-09,0.74,8,9232.95,False,Website
